_id,FinancialYear,HBR,HBRQF,AdmissionType,AdmissionTypeQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDischarges,NumberOfDiscargesQF,CrudeRate,CrudeRateQF,EASR
15489,2012/13,S08000025,,Transfer,,All,d,Female,,Angina,1,,9.227646027,,7.746478873
15490,2012/13,S08000025,,Transfer,,All,d,Female,,Coronary Heart Disease,25,,230.6911507,,210.2926858
15491,2012/13,S08000025,,Transfer,,All,d,Female,,Heart Attack,17,,156.8699825,,140.8699621
15492,2012/13,S08000025,,Transfer,,All,d,Female,,Heart Failure,5,,46.13823014,,38.86921956
15493,2012/13,S08000025,,Transfer,,0-44 years,,All,d,Angina,0,,0,,0
15494,2012/13,S08000025,,Transfer,,0-44 years,,All,d,Coronary Heart Disease,0,,0,,0
15495,2012/13,S08000025,,Transfer,,0-44 years,,All,d,Heart Attack,0,,0,,0
15496,2012/13,S08000025,,Transfer,,0-44 years,,All,d,Heart Failure,0,,0,,0
15497,2012/13,S08000025,,Transfer,,0-44 years,,Male,,Angina,0,,0,,0
15498,2012/13,S08000025,,Transfer,,0-44 years,,Male,,Coronary Heart Disease,0,,0,,0
15499,2012/13,S08000025,,Transfer,,0-44 years,,Male,,Heart Attack,0,,0,,0
15500,2012/13,S08000025,,Transfer,,0-44 years,,Male,,Heart Failure,0,,0,,0
15501,2012/13,S08000025,,Transfer,,0-44 years,,Female,,Angina,0,,0,,0
15502,2012/13,S08000025,,Transfer,,0-44 years,,Female,,Coronary Heart Disease,0,,0,,0
15503,2012/13,S08000025,,Transfer,,0-44 years,,Female,,Heart Attack,0,,0,,0
15504,2012/13,S08000025,,Transfer,,0-44 years,,Female,,Heart Failure,0,,0,,0
15505,2012/13,S08000025,,Transfer,,45-64 years,,All,d,Angina,0,,0,,0
15506,2012/13,S08000025,,Transfer,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,386.519781
15507,2012/13,S08000025,,Transfer,,45-64 years,,All,d,Heart Attack,,c,,c,251.1140605
15508,2012/13,S08000025,,Transfer,,45-64 years,,All,d,Heart Failure,,c,,c,14.68320975
15509,2012/13,S08000025,,Transfer,,45-64 years,,Male,,Angina,0,,0,,0
15510,2012/13,S08000025,,Transfer,,45-64 years,,Male,,Coronary Heart Disease,,c,,c,544.247391
15511,2012/13,S08000025,,Transfer,,45-64 years,,Male,,Heart Attack,,c,,c,273.43595
15512,2012/13,S08000025,,Transfer,,45-64 years,,Male,,Heart Failure,0,,0,,0
15513,2012/13,S08000025,,Transfer,,45-64 years,,Female,,Angina,0,,0,,0
15514,2012/13,S08000025,,Transfer,,45-64 years,,Female,,Coronary Heart Disease,,c,,c,228.7921711
15515,2012/13,S08000025,,Transfer,,45-64 years,,Female,,Heart Attack,,c,,c,228.7921711
15516,2012/13,S08000025,,Transfer,,45-64 years,,Female,,Heart Failure,,c,,c,29.3664195
15517,2012/13,S08000025,,Transfer,,65-74 years,,All,d,Angina,,c,,c,119.5599523
15518,2012/13,S08000025,,Transfer,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,1141.097556
15519,2012/13,S08000025,,Transfer,,65-74 years,,All,d,Heart Attack,,c,,c,663.3320613
15520,2012/13,S08000025,,Transfer,,65-74 years,,All,d,Heart Failure,,c,,c,73.05572159
15521,2012/13,S08000025,,Transfer,,65-74 years,,Male,,Angina,,c,,c,165.3439153
15522,2012/13,S08000025,,Transfer,,65-74 years,,Male,,Coronary Heart Disease,,c,,c,1503.453543
15523,2012/13,S08000025,,Transfer,,65-74 years,,Male,,Heart Attack,,c,,c,934.3660756
15524,2012/13,S08000025,,Transfer,,65-74 years,,Male,,Heart Failure,,c,,c,146.1114432
15525,2012/13,S08000025,,Transfer,,65-74 years,,Female,,Angina,,c,,c,73.77598927
15526,2012/13,S08000025,,Transfer,,65-74 years,,Female,,Coronary Heart Disease,,c,,c,778.7415687
15527,2012/13,S08000025,,Transfer,,65-74 years,,Female,,Heart Attack,,c,,c,392.2980469
15528,2012/13,S08000025,,Transfer,,65-74 years,,Female,,Heart Failure,0,,0,,0
15529,2012/13,S08000025,,Transfer,,under75 years,d,All,d,Angina,,c,,c,13.79537911
15530,2012/13,S08000025,,Transfer,,under75 years,d,All,d,Coronary Heart Disease,,c,,c,244.2230608
15531,2012/13,S08000025,,Transfer,,under75 years,d,All,d,Heart Attack,,c,,c,149.6649368
15532,2012/13,S08000025,,Transfer,,under75 years,d,All,d,Heart Failure,,c,,c,12.7053861
15533,2012/13,S08000025,,Transfer,,under75 years,d,Male,,Angina,,c,,c,19.07814408
15534,2012/13,S08000025,,Transfer,,under75 years,d,Male,,Coronary Heart Disease,,c,,c,331.9650337
15535,2012/13,S08000025,,Transfer,,under75 years,d,Male,,Heart Attack,,c,,c,187.4384227
15536,2012/13,S08000025,,Transfer,,under75 years,d,Male,,Heart Failure,,c,,c,16.85901267
15537,2012/13,S08000025,,Transfer,,under75 years,d,Female,,Angina,,c,,c,8.512614146
15538,2012/13,S08000025,,Transfer,,under75 years,d,Female,,Coronary Heart Disease,,c,,c,156.481088
15539,2012/13,S08000025,,Transfer,,under75 years,d,Female,,Heart Attack,,c,,c,111.8914508
15540,2012/13,S08000025,,Transfer,,under75 years,d,Female,,Heart Failure,,c,,c,8.551759525
15541,2012/13,S08000025,,Transfer,,75plus years,,All,d,Angina,,c,,c,55.55555556
15542,2012/13,S08000025,,Transfer,,75plus years,,All,d,Coronary Heart Disease,,c,,c,902.5730046
15543,2012/13,S08000025,,Transfer,,75plus years,,All,d,Heart Attack,,c,,c,686.7610388
15544,2012/13,S08000025,,Transfer,,75plus years,,All,d,Heart Failure,,c,,c,390.6688528
15545,2012/13,S08000025,,Transfer,,75plus years,,Male,,Angina,,c,,c,111.1111111
15546,2012/13,S08000025,,Transfer,,75plus years,,Male,,Coronary Heart Disease,,c,,c,1050.758279
15547,2012/13,S08000025,,Transfer,,75plus years,,Male,,Heart Attack,,c,,c,939.6471681
15548,2012/13,S08000025,,Transfer,,75plus years,,Male,,Heart Failure,,c,,c,435.9252789
15549,2012/13,S08000025,,Transfer,,75plus years,,Female,,Angina,0,,0,,0
15550,2012/13,S08000025,,Transfer,,75plus years,,Female,,Coronary Heart Disease,,c,,c,754.3877301
15551,2012/13,S08000025,,Transfer,,75plus years,,Female,,Heart Attack,,c,,c,433.8749096
15552,2012/13,S08000025,,Transfer,,75plus years,,Female,,Heart Failure,,c,,c,345.4124266
15553,2012/13,S08000026,,All,d,All,d,All,d,Angina,45,,193.8819474,,211.2463556
15554,2012/13,S08000026,,All,d,All,d,All,d,Coronary Heart Disease,162,,697.9750108,,738.3251143
15555,2012/13,S08000026,,All,d,All,d,All,d,Heart Attack,68,,292.977165,,311.9406926
15556,2012/13,S08000026,,All,d,All,d,All,d,Heart Failure,45,,193.8819474,,218.7076244
15557,2012/13,S08000026,,All,d,All,d,Male,,Angina,30,,254.8853016,,289.9958962
15558,2012/13,S08000026,,All,d,All,d,Male,,Coronary Heart Disease,92,,781.6482583,,852.1243895
15559,2012/13,S08000026,,All,d,All,d,Male,,Heart Attack,33,,280.3738318,,314.6382661
15560,2012/13,S08000026,,All,d,All,d,Male,,Heart Failure,21,,178.4197111,,220.7003472
15561,2012/13,S08000026,,All,d,All,d,Female,,Angina,15,,131.1188811,,132.496815
15562,2012/13,S08000026,,All,d,All,d,Female,,Coronary Heart Disease,70,,611.8881119,,624.5258391
15563,2012/13,S08000026,,All,d,All,d,Female,,Heart Attack,35,,305.9440559,,309.2431191
15564,2012/13,S08000026,,All,d,All,d,Female,,Heart Failure,24,,209.7902098,,216.7149015
15565,2012/13,S08000026,,All,d,0-44 years,,All,d,Angina,0,,0,,0
15566,2012/13,S08000026,,All,d,0-44 years,,All,d,Coronary Heart Disease,,c,,c,48.89256502
15567,2012/13,S08000026,,All,d,0-44 years,,All,d,Heart Attack,,c,,c,32.48782281
15568,2012/13,S08000026,,All,d,0-44 years,,All,d,Heart Failure,0,,0,,0
15569,2012/13,S08000026,,All,d,0-44 years,,Male,,Angina,0,,0,,0
15570,2012/13,S08000026,,All,d,0-44 years,,Male,,Coronary Heart Disease,,c,,c,97.78513004
15571,2012/13,S08000026,,All,d,0-44 years,,Male,,Heart Attack,,c,,c,64.97564562
15572,2012/13,S08000026,,All,d,0-44 years,,Male,,Heart Failure,0,,0,,0
15573,2012/13,S08000026,,All,d,0-44 years,,Female,,Angina,0,,0,,0
15574,2012/13,S08000026,,All,d,0-44 years,,Female,,Coronary Heart Disease,0,,0,,0
15575,2012/13,S08000026,,All,d,0-44 years,,Female,,Heart Attack,0,,0,,0
15576,2012/13,S08000026,,All,d,0-44 years,,Female,,Heart Failure,0,,0,,0
15577,2012/13,S08000026,,All,d,45-64 years,,All,d,Angina,,c,,c,277.8564032
15578,2012/13,S08000026,,All,d,45-64 years,,All,d,Coronary Heart Disease,,c,,c,1028.671482
15579,2012/13,S08000026,,All,d,45-64 years,,All,d,Heart Attack,,c,,c,481.1831561
15580,2012/13,S08000026,,All,d,45-64 years,,All,d,Heart Failure,,c,,c,225.1229779
15581,2012/13,S08000026,,All,d,45-64 years,,Male,,Angina,,c,,c,398.8514185
15582,2012/13,S08000026,,All,d,45-64 years,,Male,,Coronary Heart Disease,,c,,c,1296.864094
15583,2012/13,S08000026,,All,d,45-64 years,,Male,,Heart Attack,,c,,c,486.0404622
15584,2012/13,S08000026,,All,d,45-64 years,,Male,,Heart Failure,,c,,c,288.7844989
15585,2012/13,S08000026,,All,d,45-64 years,,Female,,Angina,,c,,c,156.8613879
15586,2012/13,S08000026,,All,d,45-64 years,,Female,,Coronary Heart Disease,,c,,c,760.4788694
15587,2012/13,S08000026,,All,d,45-64 years,,Female,,Heart Attack,,c,,c,476.3258499
15588,2012/13,S08000026,,All,d,45-64 years,,Female,,Heart Failure,,c,,c,161.4614568
15589,2012/13,S08000026,,All,d,65-74 years,,All,d,Angina,,c,,c,726.984185
15590,2012/13,S08000026,,All,d,65-74 years,,All,d,Coronary Heart Disease,,c,,c,2316.082913
15591,2012/13,S08000026,,All,d,65-74 years,,All,d,Heart Attack,,c,,c,572.5340161
15592,2012/13,S08000026,,All,d,65-74 years,,All,d,Heart Failure,,c,,c,339.8503011
15593,2012/13,S08000026,,All,d,65-74 years,,Male,,Angina,,c,,c,1172.753522
15594,2012/13,S08000026,,All,d,65-74 years,,Male,,Coronary Heart Disease,,c,,c,2661.984313
15595,2012/13,S08000026,,All,d,65-74 years,,Male,,Heart Attack,,c,,c,452.6997117
15596,2012/13,S08000026,,All,d,65-74 years,,Male,,Heart Failure,,c,,c,398.4857541
15597,2012/13,S08000026,,All,d,65-74 years,,Female,,Angina,,c,,c,281.2148481
15598,2012/13,S08000026,,All,d,65-74 years,,Female,,Coronary Heart Disease,,c,,c,1970.181514
15599,2012/13,S08000026,,All,d,65-74 years,,Female,,Heart Attack,,c,,c,692.3683205
15600,2012/13,S08000026,,All,d,65-74 years,,Female,,Heart Failure,,c,,c,281.2148481
15601,2012/13,S08000026,,All,d,under75 years,d,All,d,Angina,,c,,c,164.7970179
15602,2012/13,S08000026,,All,d,under75 years,d,All,d,Coronary Heart Disease,,c,,c,595.8116853
15603,2012/13,S08000026,,All,d,under75 years,d,All,d,Heart Attack,,c,,c,225.4648707
15604,2012/13,S08000026,,All,d,under75 years,d,All,d,Heart Failure,,c,,c,104.7712865
15605,2012/13,S08000026,,All,d,under75 years,d,Male,,Angina,,c,,c,251.4667535
15606,2012/13,S08000026,,All,d,under75 years,d,Male,,Coronary Heart Disease,,c,,c,742.8366021
15607,2012/13,S08000026,,All,d,under75 years,d,Male,,Heart Attack,,c,,c,232.3308141
15608,2012/13,S08000026,,All,d,under75 years,d,Male,,Heart Failure,,c,,c,130.0757103
15609,2012/13,S08000026,,All,d,under75 years,d,Female,,Angina,,c,,c,78.12728226
15610,2012/13,S08000026,,All,d,under75 years,d,Female,,Coronary Heart Disease,,c,,c,448.7867685
15611,2012/13,S08000026,,All,d,under75 years,d,Female,,Heart Attack,,c,,c,218.5989273
15612,2012/13,S08000026,,All,d,under75 years,d,Female,,Heart Failure,,c,,c,79.46686277
15613,2012/13,S08000026,,All,d,75plus years,,All,d,Angina,,c,,c,680.9007703
15614,2012/13,S08000026,,All,d,75plus years,,All,d,Coronary Heart Disease,,c,,c,2179.294229
15615,2012/13,S08000026,,All,d,75plus years,,All,d,Heart Attack,,c,,c,1186.307336
15616,2012/13,S08000026,,All,d,75plus years,,All,d,Heart Failure,,c,,c,1370.730596
15617,2012/13,S08000026,,All,d,75plus years,,Male,,Angina,,c,,c,679.5683385
15618,2012/13,S08000026,,All,d,75plus years,,Male,,Coronary Heart Disease,,c,,c,1957.145351
15619,2012/13,S08000026,,All,d,75plus years,,Male,,Heart Attack,,c,,c,1146.858058
15620,2012/13,S08000026,,All,d,75plus years,,Male,,Heart Failure,,c,,c,1137.016121
15621,2012/13,S08000026,,All,d,75plus years,,Female,,Angina,,c,,c,682.233202
15622,2012/13,S08000026,,All,d,75plus years,,Female,,Coronary Heart Disease,,c,,c,2401.443108
15623,2012/13,S08000026,,All,d,75plus years,,Female,,Heart Attack,,c,,c,1225.756614
15624,2012/13,S08000026,,All,d,75plus years,,Female,,Heart Failure,,c,,c,1604.445071
15625,2012/13,S08000026,,Elective,,All,d,All,d,Angina,2,,8.616975442,,8.259692282
15626,2012/13,S08000026,,Elective,,All,d,All,d,Coronary Heart Disease,20,,86.16975442,,83.56110645
15627,2012/13,S08000026,,Elective,,All,d,All,d,Heart Attack,0,,0,,0
15628,2012/13,S08000026,,Elective,,All,d,All,d,Heart Failure,2,,8.616975442,,7.797695262
15629,2012/13,S08000026,,Elective,,All,d,Male,,Angina,1,,8.49617672,,8.322663252
15630,2012/13,S08000026,,Elective,,All,d,Male,,Coronary Heart Disease,15,,127.4426508,,124.9505947
15631,2012/13,S08000026,,Elective,,All,d,Male,,Heart Attack,0,,0,,0
15632,2012/13,S08000026,,Elective,,All,d,Male,,Heart Failure,2,,16.99235344,,15.59539052
15633,2012/13,S08000026,,Elective,,All,d,Female,,Angina,1,,8.741258741,,8.196721311
15634,2012/13,S08000026,,Elective,,All,d,Female,,Coronary Heart Disease,5,,43.70629371,,42.17161823
15635,2012/13,S08000026,,Elective,,All,d,Female,,Heart Attack,0,,0,,0
15636,2012/13,S08000026,,Elective,,All,d,Female,,Heart Failure,0,,0,,0
15637,2012/13,S08000026,,Elective,,0-44 years,,All,d,Angina,0,,0,,0
15638,2012/13,S08000026,,Elective,,0-44 years,,All,d,Coronary Heart Disease,0,,0,,0
15639,2012/13,S08000026,,Elective,,0-44 years,,All,d,Heart Attack,0,,0,,0
15640,2012/13,S08000026,,Elective,,0-44 years,,All,d,Heart Failure,0,,0,,0
15641,2012/13,S08000026,,Elective,,0-44 years,,Male,,Angina,0,,0,,0
15642,2012/13,S08000026,,Elective,,0-44 years,,Male,,Coronary Heart Disease,0,,0,,0
15643,2012/13,S08000026,,Elective,,0-44 years,,Male,,Heart Attack,0,,0,,0
15644,2012/13,S08000026,,Elective,,0-44 years,,Male,,Heart Failure,0,,0,,0
15645,2012/13,S08000026,,Elective,,0-44 years,,Female,,Angina,0,,0,,0
15646,2012/13,S08000026,,Elective,,0-44 years,,Female,,Coronary Heart Disease,0,,0,,0
15647,2012/13,S08000026,,Elective,,0-44 years,,Female,,Heart Attack,0,,0,,0
15648,2012/13,S08000026,,Elective,,0-44 years,,Female,,Heart Failure,0,,0,,0
15649,2012/13,S08000026,,Elective,,45-64 years,,All,d,Angina,,c,,c,31.16865012
15650,2012/13,S08000026,,Elective,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,200.6443257
15651,2012/13,S08000026,,Elective,,45-64 years,,All,d,Heart Attack,0,,0,,0
15652,2012/13,S08000026,,Elective,,45-64 years,,All,d,Heart Failure,,c,,c,29.42526514
15653,2012/13,S08000026,,Elective,,45-64 years,,Male,,Angina,,c,,c,31.40627642
15654,2012/13,S08000026,,Elective,,45-64 years,,Male,,Coronary Heart Disease,,c,,c,274.7324427
15655,2012/13,S08000026,,Elective,,45-64 years,,Male,,Heart Attack,0,,0,,0
15656,2012/13,S08000026,,Elective,,45-64 years,,Male,,Heart Failure,,c,,c,58.85053028
15657,2012/13,S08000026,,Elective,,45-64 years,,Female,,Angina,,c,,c,30.93102382
15658,2012/13,S08000026,,Elective,,45-64 years,,Female,,Coronary Heart Disease,,c,,c,126.5562087
15659,2012/13,S08000026,,Elective,,45-64 years,,Female,,Heart Attack,0,,0,,0
15660,2012/13,S08000026,,Elective,,45-64 years,,Female,,Heart Failure,0,,0,,0
15661,2012/13,S08000026,,Elective,,65-74 years,,All,d,Angina,0,,0,,0
15662,2012/13,S08000026,,Elective,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,233.4095924
15663,2012/13,S08000026,,Elective,,65-74 years,,All,d,Heart Attack,0,,0,,0
15664,2012/13,S08000026,,Elective,,65-74 years,,All,d,Heart Failure,0,,0,,0
15665,2012/13,S08000026,,Elective,,65-74 years,,Male,,Angina,0,,0,,0
15666,2012/13,S08000026,,Elective,,65-74 years,,Male,,Coronary Heart Disease,,c,,c,384.5884903
15667,2012/13,S08000026,,Elective,,65-74 years,,Male,,Heart Attack,0,,0,,0
15668,2012/13,S08000026,,Elective,,65-74 years,,Male,,Heart Failure,0,,0,,0
15669,2012/13,S08000026,,Elective,,65-74 years,,Female,,Angina,0,,0,,0
15670,2012/13,S08000026,,Elective,,65-74 years,,Female,,Coronary Heart Disease,,c,,c,82.23069448
15671,2012/13,S08000026,,Elective,,65-74 years,,Female,,Heart Attack,0,,0,,0
15672,2012/13,S08000026,,Elective,,65-74 years,,Female,,Heart Failure,0,,0,,0
15673,2012/13,S08000026,,Elective,,under75 years,d,All,d,Angina,,c,,c,9.076584925
15674,2012/13,S08000026,,Elective,,under75 years,d,All,d,Coronary Heart Disease,,c,,c,85.36126759
15675,2012/13,S08000026,,Elective,,under75 years,d,All,d,Heart Attack,0,,0,,0
15676,2012/13,S08000026,,Elective,,under75 years,d,All,d,Heart Failure,,c,,c,8.568895893
15677,2012/13,S08000026,,Elective,,under75 years,d,Male,,Angina,,c,,c,9.145783794
15678,2012/13,S08000026,,Elective,,under75 years,d,Male,,Coronary Heart Disease,,c,,c,124.3800976
15679,2012/13,S08000026,,Elective,,under75 years,d,Male,,Heart Attack,0,,0,,0
15680,2012/13,S08000026,,Elective,,under75 years,d,Male,,Heart Failure,,c,,c,17.13779179
15681,2012/13,S08000026,,Elective,,under75 years,d,Female,,Angina,,c,,c,9.007386057
15682,2012/13,S08000026,,Elective,,under75 years,d,Female,,Coronary Heart Disease,,c,,c,46.34243761
15683,2012/13,S08000026,,Elective,,under75 years,d,Female,,Heart Attack,0,,0,,0
15684,2012/13,S08000026,,Elective,,under75 years,d,Female,,Heart Failure,0,,0,,0
15685,2012/13,S08000026,,Elective,,75plus years,,All,d,Angina,0,,0,,0
15686,2012/13,S08000026,,Elective,,75plus years,,All,d,Coronary Heart Disease,,c,,c,65.35947712
15687,2012/13,S08000026,,Elective,,75plus years,,All,d,Heart Attack,0,,0,,0
15688,2012/13,S08000026,,Elective,,75plus years,,All,d,Heart Failure,0,,0,,0
15689,2012/13,S08000026,,Elective,,75plus years,,Male,,Angina,0,,0,,0
15690,2012/13,S08000026,,Elective,,75plus years,,Male,,Coronary Heart Disease,,c,,c,130.7189542
15691,2012/13,S08000026,,Elective,,75plus years,,Male,,Heart Attack,0,,0,,0
15692,2012/13,S08000026,,Elective,,75plus years,,Male,,Heart Failure,0,,0,,0
15693,2012/13,S08000026,,Elective,,75plus years,,Female,,Angina,0,,0,,0
15694,2012/13,S08000026,,Elective,,75plus years,,Female,,Coronary Heart Disease,0,,0,,0
15695,2012/13,S08000026,,Elective,,75plus years,,Female,,Heart Attack,0,,0,,0
15696,2012/13,S08000026,,Elective,,75plus years,,Female,,Heart Failure,0,,0,,0
15697,2012/13,S08000026,,Emergency,,All,d,All,d,Angina,37,,159.4140457,,175.9820926
15698,2012/13,S08000026,,Emergency,,All,d,All,d,Coronary Heart Disease,86,,370.529944,,394.9505254
15699,2012/13,S08000026,,Emergency,,All,d,All,d,Heart Attack,39,,168.0310211,,177.7981766
15700,2012/13,S08000026,,Emergency,,All,d,All,d,Heart Failure,37,,159.4140457,,183.6507242
15701,2012/13,S08000026,,Emergency,,All,d,Male,,Angina,23,,195.4120646,,227.6640914
15702,2012/13,S08000026,,Emergency,,All,d,Male,,Coronary Heart Disease,44,,373.8317757,,422.0120278
15703,2012/13,S08000026,,Emergency,,All,d,Male,,Heart Attack,16,,135.9388275,,154.9206103
15704,2012/13,S08000026,,Emergency,,All,d,Male,,Heart Failure,18,,152.931181,,196.9843071
15705,2012/13,S08000026,,Emergency,,All,d,Female,,Angina,14,,122.3776224,,124.3000937
15706,2012/13,S08000026,,Emergency,,All,d,Female,,Coronary Heart Disease,42,,367.1328671,,367.889023
15707,2012/13,S08000026,,Emergency,,All,d,Female,,Heart Attack,23,,201.048951,,200.6757428
15708,2012/13,S08000026,,Emergency,,All,d,Female,,Heart Failure,19,,166.0839161,,170.3171412
15709,2012/13,S08000026,,Emergency,,0-44 years,,All,d,Angina,0,,0,,0
15710,2012/13,S08000026,,Emergency,,0-44 years,,All,d,Coronary Heart Disease,,c,,c,40.52936311
15711,2012/13,S08000026,,Emergency,,0-44 years,,All,d,Heart Attack,,c,,c,32.48782281
15712,2012/13,S08000026,,Emergency,,0-44 years,,All,d,Heart Failure,0,,0,,0
15713,2012/13,S08000026,,Emergency,,0-44 years,,Male,,Angina,0,,0,,0
15714,2012/13,S08000026,,Emergency,,0-44 years,,Male,,Coronary Heart Disease,,c,,c,81.05872622
15715,2012/13,S08000026,,Emergency,,0-44 years,,Male,,Heart Attack,,c,,c,64.97564562
15716,2012/13,S08000026,,Emergency,,0-44 years,,Male,,Heart Failure,0,,0,,0
15717,2012/13,S08000026,,Emergency,,0-44 years,,Female,,Angina,0,,0,,0
15718,2012/13,S08000026,,Emergency,,0-44 years,,Female,,Coronary Heart Disease,0,,0,,0
15719,2012/13,S08000026,,Emergency,,0-44 years,,Female,,Heart Attack,0,,0,,0
15720,2012/13,S08000026,,Emergency,,0-44 years,,Female,,Heart Failure,0,,0,,0
15721,2012/13,S08000026,,Emergency,,45-64 years,,All,d,Angina,,c,,c,184.256358
15722,2012/13,S08000026,,Emergency,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,505.7303285
15723,2012/13,S08000026,,Emergency,,45-64 years,,All,d,Heart Attack,,c,,c,278.7077362
15724,2012/13,S08000026,,Emergency,,45-64 years,,All,d,Heart Failure,,c,,c,131.9372952
15725,2012/13,S08000026,,Emergency,,45-64 years,,Male,,Angina,,c,,c,242.5823518
15726,2012/13,S08000026,,Emergency,,45-64 years,,Male,,Coronary Heart Disease,,c,,c,537.7477639
15727,2012/13,S08000026,,Emergency,,45-64 years,,Male,,Heart Attack,,c,,c,209.6329434
15728,2012/13,S08000026,,Emergency,,45-64 years,,Male,,Heart Failure,,c,,c,199.2900077
15729,2012/13,S08000026,,Emergency,,45-64 years,,Female,,Angina,,c,,c,125.9303641
15730,2012/13,S08000026,,Emergency,,45-64 years,,Female,,Coronary Heart Disease,,c,,c,473.7128931
15731,2012/13,S08000026,,Emergency,,45-64 years,,Female,,Heart Attack,,c,,c,347.782529
15732,2012/13,S08000026,,Emergency,,45-64 years,,Female,,Heart Failure,,c,,c,64.58458274
15733,2012/13,S08000026,,Emergency,,65-74 years,,All,d,Angina,,c,,c,627.3627465
15734,2012/13,S08000026,,Emergency,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,1014.947334
15735,2012/13,S08000026,,Emergency,,65-74 years,,All,d,Heart Attack,,c,,c,266.8950437
15736,2012/13,S08000026,,Emergency,,65-74 years,,All,d,Heart Failure,,c,,c,339.8503011
15737,2012/13,S08000026,,Emergency,,65-74 years,,Male,,Angina,,c,,c,973.5106449
15738,2012/13,S08000026,,Emergency,,65-74 years,,Male,,Coronary Heart Disease,,c,,c,1150.049781
15739,2012/13,S08000026,,Emergency,,65-74 years,,Male,,Heart Attack,,c,,c,99.62143853
15740,2012/13,S08000026,,Emergency,,65-74 years,,Male,,Heart Failure,,c,,c,398.4857541
15741,2012/13,S08000026,,Emergency,,65-74 years,,Female,,Angina,,c,,c,281.2148481
15742,2012/13,S08000026,,Emergency,,65-74 years,,Female,,Coronary Heart Disease,,c,,c,879.844886
15743,2012/13,S08000026,,Emergency,,65-74 years,,Female,,Heart Attack,,c,,c,434.1686489
15744,2012/13,S08000026,,Emergency,,65-74 years,,Female,,Heart Failure,,c,,c,281.2148481
15745,2012/13,S08000026,,Emergency,,under75 years,d,All,d,Angina,,c,,c,126.0450805
15746,2012/13,S08000026,,Emergency,,under75 years,d,All,d,Coronary Heart Disease,,c,,c,288.4328167
15747,2012/13,S08000026,,Emergency,,under75 years,d,All,d,Heart Attack,,c,,c,131.2362132
15748,2012/13,S08000026,,Emergency,,under75 years,d,All,d,Heart Failure,,c,,c,77.63479654
15749,2012/13,S08000026,,Emergency,,under75 years,d,Male,,Angina,,c,,c,182.9702648
15750,2012/13,S08000026,,Emergency,,under75 years,d,Male,,Coronary Heart Disease,,c,,c,337.3957106
15751,2012/13,S08000026,,Emergency,,under75 years,d,Male,,Heart Attack,,c,,c,111.0987139
15752,2012/13,S08000026,,Emergency,,under75 years,d,Male,,Heart Failure,,c,,c,104.0141277
15753,2012/13,S08000026,,Emergency,,under75 years,d,Female,,Angina,,c,,c,69.1198962
15754,2012/13,S08000026,,Emergency,,under75 years,d,Female,,Coronary Heart Disease,,c,,c,239.4699227
15755,2012/13,S08000026,,Emergency,,under75 years,d,Female,,Heart Attack,,c,,c,151.3737124
15756,2012/13,S08000026,,Emergency,,under75 years,d,Female,,Heart Failure,,c,,c,51.25546536
15757,2012/13,S08000026,,Emergency,,75plus years,,All,d,Angina,,c,,c,680.9007703
15758,2012/13,S08000026,,Emergency,,75plus years,,All,d,Coronary Heart Disease,,c,,c,1471.962914
15759,2012/13,S08000026,,Emergency,,75plus years,,All,d,Heart Attack,,c,,c,648.591362
15760,2012/13,S08000026,,Emergency,,75plus years,,All,d,Heart Failure,,c,,c,1255.589548
15761,2012/13,S08000026,,Emergency,,75plus years,,Male,,Angina,,c,,c,679.5683385
15762,2012/13,S08000026,,Emergency,,75plus years,,Male,,Coronary Heart Disease,,c,,c,1277.577012
15763,2012/13,S08000026,,Emergency,,75plus years,,Male,,Heart Attack,,c,,c,598.0086739
15764,2012/13,S08000026,,Emergency,,75plus years,,Male,,Heart Failure,,c,,c,1137.016121
15765,2012/13,S08000026,,Emergency,,75plus years,,Female,,Angina,,c,,c,682.233202
15766,2012/13,S08000026,,Emergency,,75plus years,,Female,,Coronary Heart Disease,,c,,c,1666.348815
15767,2012/13,S08000026,,Emergency,,75plus years,,Female,,Heart Attack,,c,,c,699.1740502
15768,2012/13,S08000026,,Emergency,,75plus years,,Female,,Heart Failure,,c,,c,1374.162975
15769,2012/13,S08000026,,Transfer,,All,d,All,d,Angina,6,,25.85092632,,27.00457075
15770,2012/13,S08000026,,Transfer,,All,d,All,d,Coronary Heart Disease,56,,241.2753124,,259.8134824
15771,2012/13,S08000026,,Transfer,,All,d,All,d,Heart Attack,29,,124.9461439,,134.142516
15772,2012/13,S08000026,,Transfer,,All,d,All,d,Heart Failure,6,,25.85092632,,27.25920495
15773,2012/13,S08000026,,Transfer,,All,d,Male,,Angina,6,,50.97706032,,54.0091415
15774,2012/13,S08000026,,Transfer,,All,d,Male,,Coronary Heart Disease,33,,280.3738318,,305.161767
15775,2012/13,S08000026,,Transfer,,All,d,Male,,Heart Attack,17,,144.4350042,,159.7176558
