"","year","hbr","age_group","sex","diagnosis","number_of_deaths","crude_rate","HBName"
"3423",2013,"S08000017","45-64 years","All","Subarachnoid Haemorrhage",2,4.427718,"NHS Dumfries and Galloway"
"3424",2013,"S08000017","45-64 years","Male","Cerebrovascular Disease",4,18.15706,"NHS Dumfries and Galloway"
"3425",2013,"S08000017","45-64 years","Male","Stroke",1,4.539265,"NHS Dumfries and Galloway"
"3426",2013,"S08000017","45-64 years","Male","Subarachnoid Haemorrhage",2,9.078529,"NHS Dumfries and Galloway"
"3427",2013,"S08000017","45-64 years","Female","Cerebrovascular Disease",5,21.60761,"NHS Dumfries and Galloway"
"3428",2013,"S08000017","45-64 years","Female","Stroke",5,21.60761,"NHS Dumfries and Galloway"
"3429",2013,"S08000017","45-64 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Dumfries and Galloway"
"3430",2013,"S08000017","65-74 years","All","Cerebrovascular Disease",21,108.2586,"NHS Dumfries and Galloway"
"3431",2013,"S08000017","65-74 years","All","Stroke",11,56.70688,"NHS Dumfries and Galloway"
"3432",2013,"S08000017","65-74 years","All","Subarachnoid Haemorrhage",4,20.62068,"NHS Dumfries and Galloway"
"3433",2013,"S08000017","65-74 years","Male","Cerebrovascular Disease",11,117.5214,"NHS Dumfries and Galloway"
"3434",2013,"S08000017","65-74 years","Male","Stroke",5,53.4188,"NHS Dumfries and Galloway"
"3435",2013,"S08000017","65-74 years","Male","Subarachnoid Haemorrhage",2,21.36752,"NHS Dumfries and Galloway"
"3436",2013,"S08000017","65-74 years","Female","Cerebrovascular Disease",10,99.62144,"NHS Dumfries and Galloway"
"3437",2013,"S08000017","65-74 years","Female","Stroke",6,59.77286,"NHS Dumfries and Galloway"
"3438",2013,"S08000017","65-74 years","Female","Subarachnoid Haemorrhage",2,19.92429,"NHS Dumfries and Galloway"
"3439",2013,"S08000017","under75 years","All","Cerebrovascular Disease",31,23.02573,"NHS Dumfries and Galloway"
"3440",2013,"S08000017","under75 years","All","Stroke",17,12.62701,"NHS Dumfries and Galloway"
"3441",2013,"S08000017","under75 years","All","Subarachnoid Haemorrhage",7,5.199358,"NHS Dumfries and Galloway"
"3442",2013,"S08000017","under75 years","Male","Cerebrovascular Disease",15,22.62887,"NHS Dumfries and Galloway"
"3443",2013,"S08000017","under75 years","Male","Stroke",6,9.051549,"NHS Dumfries and Galloway"
"3444",2013,"S08000017","under75 years","Male","Subarachnoid Haemorrhage",4,6.034366,"NHS Dumfries and Galloway"
"3445",2013,"S08000017","under75 years","Female","Cerebrovascular Disease",16,23.41064,"NHS Dumfries and Galloway"
"3446",2013,"S08000017","under75 years","Female","Stroke",11,16.09481,"NHS Dumfries and Galloway"
"3447",2013,"S08000017","under75 years","Female","Subarachnoid Haemorrhage",3,4.389494,"NHS Dumfries and Galloway"
"3448",2013,"S08000017","75plus years","All","Cerebrovascular Disease",122,779.6524,"NHS Dumfries and Galloway"
"3449",2013,"S08000017","75plus years","All","Stroke",78,498.4663,"NHS Dumfries and Galloway"
"3450",2013,"S08000017","75plus years","All","Subarachnoid Haemorrhage",0,0,"NHS Dumfries and Galloway"
"3451",2013,"S08000017","75plus years","Male","Cerebrovascular Disease",49,732.1082,"NHS Dumfries and Galloway"
"3452",2013,"S08000017","75plus years","Male","Stroke",29,433.2885,"NHS Dumfries and Galloway"
"3453",2013,"S08000017","75plus years","Male","Subarachnoid Haemorrhage",0,0,"NHS Dumfries and Galloway"
"3454",2013,"S08000017","75plus years","Female","Cerebrovascular Disease",73,815.187,"NHS Dumfries and Galloway"
"3455",2013,"S08000017","75plus years","Female","Stroke",49,547.1803,"NHS Dumfries and Galloway"
"3456",2013,"S08000017","75plus years","Female","Subarachnoid Haemorrhage",0,0,"NHS Dumfries and Galloway"
"3457",2013,"S08000018","All","All","Cerebrovascular Disease",316,86.12701,"NHS Fife"
"3458",2013,"S08000018","All","All","Stroke",177,48.24203,"NHS Fife"
"3459",2013,"S08000018","All","All","Subarachnoid Haemorrhage",11,2.998092,"NHS Fife"
"3460",2013,"S08000018","All","Male","Cerebrovascular Disease",117,65.74105,"NHS Fife"
"3461",2013,"S08000018","All","Male","Stroke",55,30.90391,"NHS Fife"
"3462",2013,"S08000018","All","Male","Subarachnoid Haemorrhage",2,1.123779,"NHS Fife"
"3463",2013,"S08000018","All","Female","Cerebrovascular Disease",199,105.3306,"NHS Fife"
"3464",2013,"S08000018","All","Female","Stroke",122,64.57452,"NHS Fife"
"3465",2013,"S08000018","All","Female","Subarachnoid Haemorrhage",9,4.763694,"NHS Fife"
"3466",2013,"S08000018","0-44 years","All","Cerebrovascular Disease",1,0.511266,"NHS Fife"
"3467",2013,"S08000018","0-44 years","All","Stroke",1,0.511266,"NHS Fife"
"3468",2013,"S08000018","0-44 years","All","Subarachnoid Haemorrhage",0,0,"NHS Fife"
"3469",2013,"S08000018","0-44 years","Male","Cerebrovascular Disease",1,1.028394,"NHS Fife"
"3470",2013,"S08000018","0-44 years","Male","Stroke",1,1.028394,"NHS Fife"
"3471",2013,"S08000018","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Fife"
"3472",2013,"S08000018","0-44 years","Female","Cerebrovascular Disease",0,0,"NHS Fife"
"3473",2013,"S08000018","0-44 years","Female","Stroke",0,0,"NHS Fife"
"3474",2013,"S08000018","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Fife"
"3475",2013,"S08000018","45-64 years","All","Cerebrovascular Disease",14,13.68658,"NHS Fife"
"3476",2013,"S08000018","45-64 years","All","Stroke",8,7.820901,"NHS Fife"
"3477",2013,"S08000018","45-64 years","All","Subarachnoid Haemorrhage",2,1.955225,"NHS Fife"
"3478",2013,"S08000018","45-64 years","Male","Cerebrovascular Disease",6,12.02333,"NHS Fife"
"3479",2013,"S08000018","45-64 years","Male","Stroke",2,4.007775,"NHS Fife"
"3480",2013,"S08000018","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Fife"
"3481",2013,"S08000018","45-64 years","Female","Cerebrovascular Disease",8,15.27096,"NHS Fife"
"3482",2013,"S08000018","45-64 years","Female","Stroke",6,11.45322,"NHS Fife"
"3483",2013,"S08000018","45-64 years","Female","Subarachnoid Haemorrhage",2,3.817741,"NHS Fife"
"3484",2013,"S08000018","65-74 years","All","Cerebrovascular Disease",39,99.96412,"NHS Fife"
"3485",2013,"S08000018","65-74 years","All","Stroke",21,53.82683,"NHS Fife"
"3486",2013,"S08000018","65-74 years","All","Subarachnoid Haemorrhage",3,7.689547,"NHS Fife"
"3487",2013,"S08000018","65-74 years","Male","Cerebrovascular Disease",16,85.81849,"NHS Fife"
"3488",2013,"S08000018","65-74 years","Male","Stroke",8,42.90925,"NHS Fife"
"3489",2013,"S08000018","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Fife"
"3490",2013,"S08000018","65-74 years","Female","Cerebrovascular Disease",23,112.9111,"NHS Fife"
"3491",2013,"S08000018","65-74 years","Female","Stroke",13,63.81934,"NHS Fife"
"3492",2013,"S08000018","65-74 years","Female","Subarachnoid Haemorrhage",3,14.72754,"NHS Fife"
"3493",2013,"S08000018","under75 years","All","Cerebrovascular Disease",54,16.02864,"NHS Fife"
"3494",2013,"S08000018","under75 years","All","Stroke",30,8.904799,"NHS Fife"
"3495",2013,"S08000018","under75 years","All","Subarachnoid Haemorrhage",5,1.484133,"NHS Fife"
"3496",2013,"S08000018","under75 years","Male","Cerebrovascular Disease",23,13.87331,"NHS Fife"
"3497",2013,"S08000018","under75 years","Male","Stroke",11,6.63506,"NHS Fife"
"3498",2013,"S08000018","under75 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Fife"
"3499",2013,"S08000018","under75 years","Female","Cerebrovascular Disease",31,18.11689,"NHS Fife"
"3500",2013,"S08000018","under75 years","Female","Stroke",19,11.1039,"NHS Fife"
"3501",2013,"S08000018","under75 years","Female","Subarachnoid Haemorrhage",5,2.92208,"NHS Fife"
"3502",2013,"S08000018","75plus years","All","Cerebrovascular Disease",262,873.246,"NHS Fife"
"3503",2013,"S08000018","75plus years","All","Stroke",147,489.951,"NHS Fife"
"3504",2013,"S08000018","75plus years","All","Subarachnoid Haemorrhage",6,19.998,"NHS Fife"
"3505",2013,"S08000018","75plus years","Male","Cerebrovascular Disease",94,771.4403,"NHS Fife"
"3506",2013,"S08000018","75plus years","Male","Stroke",44,361.0997,"NHS Fife"
"3507",2013,"S08000018","75plus years","Male","Subarachnoid Haemorrhage",2,16.41362,"NHS Fife"
"3508",2013,"S08000018","75plus years","Female","Cerebrovascular Disease",168,942.8668,"NHS Fife"
"3509",2013,"S08000018","75plus years","Female","Stroke",103,578.0671,"NHS Fife"
"3510",2013,"S08000018","75plus years","Female","Subarachnoid Haemorrhage",4,22.44921,"NHS Fife"
"3511",2013,"S08000019","All","All","Cerebrovascular Disease",265,88.43061,"NHS Forth Valley"
"3512",2013,"S08000019","All","All","Stroke",158,52.72466,"NHS Forth Valley"
"3513",2013,"S08000019","All","All","Subarachnoid Haemorrhage",13,4.338105,"NHS Forth Valley"
"3514",2013,"S08000019","All","Male","Cerebrovascular Disease",114,78.19413,"NHS Forth Valley"
"3515",2013,"S08000019","All","Male","Stroke",67,45.9562,"NHS Forth Valley"
"3516",2013,"S08000019","All","Male","Subarachnoid Haemorrhage",5,3.429567,"NHS Forth Valley"
"3517",2013,"S08000019","All","Female","Cerebrovascular Disease",151,98.12905,"NHS Forth Valley"
"3518",2013,"S08000019","All","Female","Stroke",91,59.13737,"NHS Forth Valley"
"3519",2013,"S08000019","All","Female","Subarachnoid Haemorrhage",8,5.19889,"NHS Forth Valley"
"3520",2013,"S08000019","0-44 years","All","Cerebrovascular Disease",2,1.225971,"NHS Forth Valley"
"3521",2013,"S08000019","0-44 years","All","Stroke",1,0.612985,"NHS Forth Valley"
"3522",2013,"S08000019","0-44 years","All","Subarachnoid Haemorrhage",0,0,"NHS Forth Valley"
"3523",2013,"S08000019","0-44 years","Male","Cerebrovascular Disease",1,1.229785,"NHS Forth Valley"
"3524",2013,"S08000019","0-44 years","Male","Stroke",1,1.229785,"NHS Forth Valley"
"3525",2013,"S08000019","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Forth Valley"
"3526",2013,"S08000019","0-44 years","Female","Cerebrovascular Disease",1,1.22218,"NHS Forth Valley"
"3527",2013,"S08000019","0-44 years","Female","Stroke",0,0,"NHS Forth Valley"
"3528",2013,"S08000019","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Forth Valley"
"3529",2013,"S08000019","45-64 years","All","Cerebrovascular Disease",24,28.66014,"NHS Forth Valley"
"3530",2013,"S08000019","45-64 years","All","Stroke",14,16.71841,"NHS Forth Valley"
"3531",2013,"S08000019","45-64 years","All","Subarachnoid Haemorrhage",6,7.165035,"NHS Forth Valley"
"3532",2013,"S08000019","45-64 years","Male","Cerebrovascular Disease",16,38.95313,"NHS Forth Valley"
"3533",2013,"S08000019","45-64 years","Male","Stroke",11,26.78028,"NHS Forth Valley"
"3534",2013,"S08000019","45-64 years","Male","Subarachnoid Haemorrhage",2,4.869142,"NHS Forth Valley"
"3535",2013,"S08000019","45-64 years","Female","Cerebrovascular Disease",8,18.75073,"NHS Forth Valley"
"3536",2013,"S08000019","45-64 years","Female","Stroke",3,7.031525,"NHS Forth Valley"
"3537",2013,"S08000019","45-64 years","Female","Subarachnoid Haemorrhage",4,9.375366,"NHS Forth Valley"
"3538",2013,"S08000019","65-74 years","All","Cerebrovascular Disease",27,90.05403,"NHS Forth Valley"
"3539",2013,"S08000019","65-74 years","All","Stroke",16,53.36535,"NHS Forth Valley"
"3540",2013,"S08000019","65-74 years","All","Subarachnoid Haemorrhage",2,6.670669,"NHS Forth Valley"
"3541",2013,"S08000019","65-74 years","Male","Cerebrovascular Disease",13,91.69135,"NHS Forth Valley"
"3542",2013,"S08000019","65-74 years","Male","Stroke",8,56.42545,"NHS Forth Valley"
"3543",2013,"S08000019","65-74 years","Male","Subarachnoid Haemorrhage",1,7.053181,"NHS Forth Valley"
"3544",2013,"S08000019","65-74 years","Female","Cerebrovascular Disease",14,88.58517,"NHS Forth Valley"
"3545",2013,"S08000019","65-74 years","Female","Stroke",8,50.6201,"NHS Forth Valley"
"3546",2013,"S08000019","65-74 years","Female","Subarachnoid Haemorrhage",1,6.327512,"NHS Forth Valley"
"3547",2013,"S08000019","under75 years","All","Cerebrovascular Disease",53,19.14339,"NHS Forth Valley"
"3548",2013,"S08000019","under75 years","All","Stroke",31,11.19708,"NHS Forth Valley"
"3549",2013,"S08000019","under75 years","All","Subarachnoid Haemorrhage",8,2.889568,"NHS Forth Valley"
"3550",2013,"S08000019","under75 years","Male","Cerebrovascular Disease",30,21.96708,"NHS Forth Valley"
"3551",2013,"S08000019","under75 years","Male","Stroke",20,14.64472,"NHS Forth Valley"
"3552",2013,"S08000019","under75 years","Male","Subarachnoid Haemorrhage",3,2.196708,"NHS Forth Valley"
"3553",2013,"S08000019","under75 years","Female","Cerebrovascular Disease",23,16.39461,"NHS Forth Valley"
"3554",2013,"S08000019","under75 years","Female","Stroke",11,7.840901,"NHS Forth Valley"
"3555",2013,"S08000019","under75 years","Female","Subarachnoid Haemorrhage",5,3.564046,"NHS Forth Valley"
"3556",2013,"S08000019","75plus years","All","Cerebrovascular Disease",212,929.3354,"NHS Forth Valley"
"3557",2013,"S08000019","75plus years","All","Stroke",127,556.7245,"NHS Forth Valley"
"3558",2013,"S08000019","75plus years","All","Subarachnoid Haemorrhage",5,21.91829,"NHS Forth Valley"
"3559",2013,"S08000019","75plus years","Male","Cerebrovascular Disease",84,910.7666,"NHS Forth Valley"
"3560",2013,"S08000019","75plus years","Male","Stroke",47,509.5956,"NHS Forth Valley"
"3561",2013,"S08000019","75plus years","Male","Subarachnoid Haemorrhage",2,21.68492,"NHS Forth Valley"
"3562",2013,"S08000019","75plus years","Female","Cerebrovascular Disease",128,941.9383,"NHS Forth Valley"
"3563",2013,"S08000019","75plus years","Female","Stroke",80,588.7115,"NHS Forth Valley"
"3564",2013,"S08000019","75plus years","Female","Subarachnoid Haemorrhage",3,22.07668,"NHS Forth Valley"
"3565",2013,"S08000020","All","All","Cerebrovascular Disease",464,80.1105,"NHS Grampian"
"3566",2013,"S08000020","All","All","Stroke",241,41.60912,"NHS Grampian"
"3567",2013,"S08000020","All","All","Subarachnoid Haemorrhage",14,2.417127,"NHS Grampian"
"3568",2013,"S08000020","All","Male","Cerebrovascular Disease",180,62.67737,"NHS Grampian"
"3569",2013,"S08000020","All","Male","Stroke",100,34.82076,"NHS Grampian"
"3570",2013,"S08000020","All","Male","Subarachnoid Haemorrhage",1,0.348208,"NHS Grampian"
"3571",2013,"S08000020","All","Female","Cerebrovascular Disease",284,97.25528,"NHS Grampian"
"3572",2013,"S08000020","All","Female","Stroke",141,48.28519,"NHS Grampian"
"3573",2013,"S08000020","All","Female","Subarachnoid Haemorrhage",13,4.451826,"NHS Grampian"
"3574",2013,"S08000020","0-44 years","All","Cerebrovascular Disease",3,0.918276,"NHS Grampian"
"3575",2013,"S08000020","0-44 years","All","Stroke",2,0.612184,"NHS Grampian"
"3576",2013,"S08000020","0-44 years","All","Subarachnoid Haemorrhage",0,0,"NHS Grampian"
"3577",2013,"S08000020","0-44 years","Male","Cerebrovascular Disease",1,0.602105,"NHS Grampian"
"3578",2013,"S08000020","0-44 years","Male","Stroke",1,0.602105,"NHS Grampian"
"3579",2013,"S08000020","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Grampian"
"3580",2013,"S08000020","0-44 years","Female","Cerebrovascular Disease",2,1.245214,"NHS Grampian"
"3581",2013,"S08000020","0-44 years","Female","Stroke",1,0.622607,"NHS Grampian"
"3582",2013,"S08000020","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Grampian"
"3583",2013,"S08000020","45-64 years","All","Cerebrovascular Disease",22,14.1098,"NHS Grampian"
"3584",2013,"S08000020","45-64 years","All","Stroke",9,5.772191,"NHS Grampian"
"3585",2013,"S08000020","45-64 years","All","Subarachnoid Haemorrhage",7,4.489482,"NHS Grampian"
"3586",2013,"S08000020","45-64 years","Male","Cerebrovascular Disease",12,15.4206,"NHS Grampian"
"3587",2013,"S08000020","45-64 years","Male","Stroke",7,8.995348,"NHS Grampian"
"3588",2013,"S08000020","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Grampian"
"3589",2013,"S08000020","45-64 years","Female","Cerebrovascular Disease",10,12.80377,"NHS Grampian"
"3590",2013,"S08000020","45-64 years","Female","Stroke",2,2.560754,"NHS Grampian"
"3591",2013,"S08000020","45-64 years","Female","Subarachnoid Haemorrhage",7,8.962639,"NHS Grampian"
"3592",2013,"S08000020","65-74 years","All","Cerebrovascular Disease",60,112.5682,"NHS Grampian"
"3593",2013,"S08000020","65-74 years","All","Stroke",36,67.54095,"NHS Grampian"
"3594",2013,"S08000020","65-74 years","All","Subarachnoid Haemorrhage",5,9.380687,"NHS Grampian"
"3595",2013,"S08000020","65-74 years","Male","Cerebrovascular Disease",32,124.7029,"NHS Grampian"
"3596",2013,"S08000020","65-74 years","Male","Stroke",21,81.83625,"NHS Grampian"
"3597",2013,"S08000020","65-74 years","Male","Subarachnoid Haemorrhage",1,3.896964,"NHS Grampian"
"3598",2013,"S08000020","65-74 years","Female","Cerebrovascular Disease",28,101.3025,"NHS Grampian"
"3599",2013,"S08000020","65-74 years","Female","Stroke",15,54.26918,"NHS Grampian"
"3600",2013,"S08000020","65-74 years","Female","Subarachnoid Haemorrhage",4,14.47178,"NHS Grampian"
"3601",2013,"S08000020","under75 years","All","Cerebrovascular Disease",85,15.86058,"NHS Grampian"
"3602",2013,"S08000020","under75 years","All","Stroke",47,8.769966,"NHS Grampian"
"3603",2013,"S08000020","under75 years","All","Subarachnoid Haemorrhage",12,2.23914,"NHS Grampian"
"3604",2013,"S08000020","under75 years","Male","Cerebrovascular Disease",45,16.69369,"NHS Grampian"
"3605",2013,"S08000020","under75 years","Male","Stroke",29,10.75815,"NHS Grampian"
"3606",2013,"S08000020","under75 years","Male","Subarachnoid Haemorrhage",1,0.370971,"NHS Grampian"
"3607",2013,"S08000020","under75 years","Female","Cerebrovascular Disease",40,15.01744,"NHS Grampian"
"3608",2013,"S08000020","under75 years","Female","Stroke",18,6.757848,"NHS Grampian"
"3609",2013,"S08000020","under75 years","Female","Subarachnoid Haemorrhage",11,4.129796,"NHS Grampian"
"3610",2013,"S08000020","75plus years","All","Cerebrovascular Disease",379,875.6932,"NHS Grampian"
"3611",2013,"S08000020","75plus years","All","Stroke",194,448.244,"NHS Grampian"
"3612",2013,"S08000020","75plus years","All","Subarachnoid Haemorrhage",2,4.621072,"NHS Grampian"
"3613",2013,"S08000020","75plus years","Male","Cerebrovascular Disease",135,766.0878,"NHS Grampian"
"3614",2013,"S08000020","75plus years","Male","Stroke",71,402.9055,"NHS Grampian"
"3615",2013,"S08000020","75plus years","Male","Subarachnoid Haemorrhage",0,0,"NHS Grampian"
"3616",2013,"S08000020","75plus years","Female","Cerebrovascular Disease",244,950.9705,"NHS Grampian"
"3617",2013,"S08000020","75plus years","Female","Stroke",123,479.3826,"NHS Grampian"
"3618",2013,"S08000020","75plus years","Female","Subarachnoid Haemorrhage",2,7.79484,"NHS Grampian"
"3619",2013,"S08000022","All","All","Cerebrovascular Disease",316,98.4485,"NHS Highland"
"3620",2013,"S08000022","All","All","Stroke",197,61.37454,"NHS Highland"
"3621",2013,"S08000022","All","All","Subarachnoid Haemorrhage",7,2.180821,"NHS Highland"
"3622",2013,"S08000022","All","Male","Cerebrovascular Disease",129,81.9136,"NHS Highland"
"3623",2013,"S08000022","All","Male","Stroke",75,47.62419,"NHS Highland"
"3624",2013,"S08000022","All","Male","Subarachnoid Haemorrhage",2,1.269978,"NHS Highland"
"3625",2013,"S08000022","All","Female","Cerebrovascular Disease",187,114.3752,"NHS Highland"
"3626",2013,"S08000022","All","Female","Stroke",122,74.61911,"NHS Highland"
"3627",2013,"S08000022","All","Female","Subarachnoid Haemorrhage",5,3.05816,"NHS Highland"
"3628",2013,"S08000022","0-44 years","All","Cerebrovascular Disease",4,2.533778,"NHS Highland"
"3629",2013,"S08000022","0-44 years","All","Stroke",3,1.900334,"NHS Highland"
"3630",2013,"S08000022","0-44 years","All","Subarachnoid Haemorrhage",1,0.633445,"NHS Highland"
"3631",2013,"S08000022","0-44 years","Male","Cerebrovascular Disease",4,4.997564,"NHS Highland"
"3632",2013,"S08000022","0-44 years","Male","Stroke",3,3.748173,"NHS Highland"
"3633",2013,"S08000022","0-44 years","Male","Subarachnoid Haemorrhage",1,1.249391,"NHS Highland"
"3634",2013,"S08000022","0-44 years","Female","Cerebrovascular Disease",0,0,"NHS Highland"
"3635",2013,"S08000022","0-44 years","Female","Stroke",0,0,"NHS Highland"
"3636",2013,"S08000022","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Highland"
"3637",2013,"S08000022","45-64 years","All","Cerebrovascular Disease",22,22.93291,"NHS Highland"
"3638",2013,"S08000022","45-64 years","All","Stroke",17,17.72089,"NHS Highland"
"3639",2013,"S08000022","45-64 years","All","Subarachnoid Haemorrhage",3,3.127215,"NHS Highland"
"3640",2013,"S08000022","45-64 years","Male","Cerebrovascular Disease",11,23.35159,"NHS Highland"
"3641",2013,"S08000022","45-64 years","Male","Stroke",9,19.10585,"NHS Highland"
"3642",2013,"S08000022","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Highland"
"3643",2013,"S08000022","45-64 years","Female","Cerebrovascular Disease",11,22.52898,"NHS Highland"
"3644",2013,"S08000022","45-64 years","Female","Stroke",8,16.38471,"NHS Highland"
"3645",2013,"S08000022","45-64 years","Female","Subarachnoid Haemorrhage",3,6.144267,"NHS Highland"
"3646",2013,"S08000022","65-74 years","All","Cerebrovascular Disease",40,105.1663,"NHS Highland"
"3647",2013,"S08000022","65-74 years","All","Stroke",26,68.35809,"NHS Highland"
"3648",2013,"S08000022","65-74 years","All","Subarachnoid Haemorrhage",3,7.887472,"NHS Highland"
"3649",2013,"S08000022","65-74 years","Male","Cerebrovascular Disease",25,135.8253,"NHS Highland"
"3650",2013,"S08000022","65-74 years","Male","Stroke",16,86.92818,"NHS Highland"
"3651",2013,"S08000022","65-74 years","Male","Subarachnoid Haemorrhage",1,5.433011,"NHS Highland"
"3652",2013,"S08000022","65-74 years","Female","Cerebrovascular Disease",15,76.41755,"NHS Highland"
"3653",2013,"S08000022","65-74 years","Female","Stroke",10,50.94503,"NHS Highland"
"3654",2013,"S08000022","65-74 years","Female","Subarachnoid Haemorrhage",2,10.18901,"NHS Highland"
"3655",2013,"S08000022","under75 years","All","Cerebrovascular Disease",66,22.6156,"NHS Highland"
"3656",2013,"S08000022","under75 years","All","Stroke",46,15.76239,"NHS Highland"
"3657",2013,"S08000022","under75 years","All","Subarachnoid Haemorrhage",7,2.398624,"NHS Highland"
"3658",2013,"S08000022","under75 years","Male","Cerebrovascular Disease",40,27.48178,"NHS Highland"
"3659",2013,"S08000022","under75 years","Male","Stroke",28,19.23724,"NHS Highland"
"3660",2013,"S08000022","under75 years","Male","Subarachnoid Haemorrhage",2,1.374089,"NHS Highland"
"3661",2013,"S08000022","under75 years","Female","Cerebrovascular Disease",26,17.77377,"NHS Highland"
"3662",2013,"S08000022","under75 years","Female","Stroke",18,12.30492,"NHS Highland"
"3663",2013,"S08000022","under75 years","Female","Subarachnoid Haemorrhage",5,3.418032,"NHS Highland"
"3664",2013,"S08000022","75plus years","All","Cerebrovascular Disease",250,857.7506,"NHS Highland"
"3665",2013,"S08000022","75plus years","All","Stroke",151,518.0814,"NHS Highland"
"3666",2013,"S08000022","75plus years","All","Subarachnoid Haemorrhage",0,0,"NHS Highland"
"3667",2013,"S08000022","75plus years","Male","Cerebrovascular Disease",89,745.8934,"NHS Highland"
"3668",2013,"S08000022","75plus years","Male","Stroke",47,393.8988,"NHS Highland"
"3669",2013,"S08000022","75plus years","Male","Subarachnoid Haemorrhage",0,0,"NHS Highland"
"3670",2013,"S08000022","75plus years","Female","Cerebrovascular Disease",161,935.2852,"NHS Highland"
"3671",2013,"S08000022","75plus years","Female","Stroke",104,604.1594,"NHS Highland"
"3672",2013,"S08000022","75plus years","Female","Subarachnoid Haemorrhage",0,0,"NHS Highland"
"3673",2013,"S08000024","All","All","Cerebrovascular Disease",562,66.13943,"NHS Lothian"
"3674",2013,"S08000024","All","All","Stroke",304,35.77649,"NHS Lothian"
"3675",2013,"S08000024","All","All","Subarachnoid Haemorrhage",30,3.530575,"NHS Lothian"
"3676",2013,"S08000024","All","Male","Cerebrovascular Disease",220,53.27547,"NHS Lothian"
"3677",2013,"S08000024","All","Male","Stroke",113,27.36422,"NHS Lothian"
"3678",2013,"S08000024","All","Male","Subarachnoid Haemorrhage",10,2.421612,"NHS Lothian"
"3679",2013,"S08000024","All","Female","Cerebrovascular Disease",342,78.30172,"NHS Lothian"
"3680",2013,"S08000024","All","Female","Stroke",191,43.72991,"NHS Lothian"
"3681",2013,"S08000024","All","Female","Subarachnoid Haemorrhage",20,4.579048,"NHS Lothian"
"3682",2013,"S08000024","0-44 years","All","Cerebrovascular Disease",8,1.599514,"NHS Lothian"
"3683",2013,"S08000024","0-44 years","All","Stroke",4,0.799757,"NHS Lothian"
"3684",2013,"S08000024","0-44 years","All","Subarachnoid Haemorrhage",4,0.799757,"NHS Lothian"
"3685",2013,"S08000024","0-44 years","Male","Cerebrovascular Disease",4,1.609004,"NHS Lothian"
"3686",2013,"S08000024","0-44 years","Male","Stroke",2,0.804502,"NHS Lothian"
"3687",2013,"S08000024","0-44 years","Male","Subarachnoid Haemorrhage",2,0.804502,"NHS Lothian"
"3688",2013,"S08000024","0-44 years","Female","Cerebrovascular Disease",4,1.590135,"NHS Lothian"
"3689",2013,"S08000024","0-44 years","Female","Stroke",2,0.795067,"NHS Lothian"
"3690",2013,"S08000024","0-44 years","Female","Subarachnoid Haemorrhage",2,0.795067,"NHS Lothian"
"3691",2013,"S08000024","45-64 years","All","Cerebrovascular Disease",42,19.36582,"NHS Lothian"
"3692",2013,"S08000024","45-64 years","All","Stroke",23,10.60509,"NHS Lothian"
"3693",2013,"S08000024","45-64 years","All","Subarachnoid Haemorrhage",13,5.994181,"NHS Lothian"
"3694",2013,"S08000024","45-64 years","Male","Cerebrovascular Disease",24,22.50352,"NHS Lothian"
"3695",2013,"S08000024","45-64 years","Male","Stroke",15,14.0647,"NHS Lothian"
"3696",2013,"S08000024","45-64 years","Male","Subarachnoid Haemorrhage",6,5.625879,"NHS Lothian"
"3697",2013,"S08000024","45-64 years","Female","Cerebrovascular Disease",18,16.32994,"NHS Lothian"
"3698",2013,"S08000024","45-64 years","Female","Stroke",8,7.25775,"NHS Lothian"
"3699",2013,"S08000024","45-64 years","Female","Subarachnoid Haemorrhage",7,6.350531,"NHS Lothian"
"3700",2013,"S08000024","65-74 years","All","Cerebrovascular Disease",64,88.69548,"NHS Lothian"
"3701",2013,"S08000024","65-74 years","All","Stroke",32,44.34774,"NHS Lothian"
"3702",2013,"S08000024","65-74 years","All","Subarachnoid Haemorrhage",5,6.929335,"NHS Lothian"
"3703",2013,"S08000024","65-74 years","Male","Cerebrovascular Disease",34,100.4075,"NHS Lothian"
"3704",2013,"S08000024","65-74 years","Male","Stroke",17,50.20377,"NHS Lothian"
"3705",2013,"S08000024","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Lothian"
"3706",2013,"S08000024","65-74 years","Female","Cerebrovascular Disease",30,78.33921,"NHS Lothian"
"3707",2013,"S08000024","65-74 years","Female","Stroke",15,39.1696,"NHS Lothian"
"3708",2013,"S08000024","65-74 years","Female","Subarachnoid Haemorrhage",5,13.05653,"NHS Lothian"
